id|broker_code|address|price
2470|PE|384 Chris Inlet|250300.0
2471|GB|871 Andrea Harbors Suite 536|310400.0
2472|DM|8327 Daniel Bridge Suite 609|319200.0
2473|GE|3027 Mclaughlin Extensions Suite 284|311300.0
2474|WD|164 Mayer Circle|219800.0
2475|GE|610 Jerry Knoll|181100.0
2476|FL|228 Nicole Via Apt. 833|310800.0
2477|WD|319 Benjamin Rapids|355000.0
2478|FL|551 Velazquez Summit|109700.0
2479|FL|5217 Mejia Walk Suite 539|215900.0
2480|PP|5059 Johnson Circle|296100.0
2481|PP|3671 Patrick Lodge|389100.0
2482|GB|76603 Moyer Streets|101800.0
2483|PP|0789 Jamie Village|140500.0
2484|WD|77426 Christian Knoll|128100.0
2485|GB|0503 Reynolds Tunnel|136500.0
2486|PE|76236 Janice Wells|289800.0
2487|WD|1840 Bailey Trail Suite 106|106400.0
2488|FL|6046 Melissa Drives Suite 889|344700.0
2489|PE|9209 Mendoza Avenue|269700.0
2490|FL|13374 Shannon Cape|187000.0
2491|DM|91767 Erica Court Suite 612|216500.0
2492|PP|523 Lewis Prairie Suite 192|234100.0
2493|GB|00619 Donald Islands Apt. 912|385400.0
2494|WD|3889 Christy Ramp|301500.0
2495|WD|721 Owens Viaduct Apt. 150|324500.0
2496|GB|02109 Kristen Mount Apt. 624|163200.0
2497|DM|328 Kimberly Locks|352900.0
2498|GE|937 Ann Mountain|157400.0
2499|GB|31190 Lee Pass|169600.0
2500|WD|23428 Gabriel Views|392700.0
2501|AS|1071 Barbara Trail Apt. 130|119200.0
2502|AS|964 Jeffery Light|130200.0
2503|PP|1453 Pamela Islands|227600.0
2504|DM|789 Mary Hill|274300.0
2505|PP|672 Poole Roads Apt. 018|378200.0
2506|DM|6649 Murphy Courts|246800.0
2507|WD|97592 Kenneth Walks Apt. 845|362200.0
2508|DM|6527 Franklin Meadow|378800.0
2509|GB|729 Deborah Crescent|172800.0
2510|GE|281 Lee Pines|325500.0
2511|GB|85188 Moore Plains Apt. 588|399100.0
2512|GB|230 Cunningham Fork Suite 133|135700.0
2513|GE|2555 Carter Wall Apt. 519|252000.0
2514|PP|526 Garcia Overpass Suite 510|254900.0
2515|FL|6279 Breanna Radial Apt. 856|217500.0
2516|AS|197 James Roads|380600.0
2517|WD|61079 Brandy Coves Apt. 835|262600.0
2518|PP|8298 Louis Landing Apt. 959|219300.0
2519|PP|611 Morris Creek|252400.0
2520|DM|297 Nicole Prairie|145400.0
2521|PP|970 David Plaza Suite 945|243800.0
2522|DM|536 Moore Oval|104200.0
2523|AS|041 Keith Loop Apt. 060|222200.0
2524|AS|5009 Gill Spurs|193200.0
2525|AS|0646 Ortega Mission Suite 925|119200.0
2526|WD|6426 Garcia Falls|352100.0
2527|PE|1844 Whitehead Row Suite 180|129700.0
2528|GB|7869 Jessica Lights|107300.0
2529|DM|7143 Washington Spur Suite 974|242200.0
2530|PP|240 Ashley Fields Suite 237|339900.0
2531|AS|913 William Lock|322600.0
2532|WD|4484 Paula Island|164500.0
2533|PE|8331 Blackwell Keys Apt. 701|201700.0
2534|DM|672 Dawn Ridge|155400.0
2535|PE|973 Jessica Spring|111600.0
2536|DM|96755 Morton Spur|112300.0
2537|AS|5809 Brian Walks Suite 135|123600.0
2538|DM|673 Cody Village|225500.0
2539|PE|71676 Rebecca Lights|336900.0
2540|PE|1286 Booker Valleys Suite 518|236300.0
2541|DM|212 Ortiz Corners Apt. 118|202800.0
2542|GE|55606 Wiley Meadow|159600.0
2543|GE|7165 Ellen Island|172800.0
2544|PP|3586 Mary Coves|185400.0
2545|AS|993 Donald Knolls Apt. 649|352400.0
2546|DM|643 Franklin Rapid|327900.0
2547|AS|2516 Elizabeth Estate|398500.0
2548|AS|5292 Anna Villages|240700.0
2549|WD|3900 Kelley Fort|360600.0
2550|FL|492 Luna Knolls|336600.0
2551|PE|49219 Clarke Road|364300.0
2552|PP|71209 Kimberly Freeway|156700.0
2553|PE|888 Miguel Key Suite 643|282600.0
2554|DM|26616 Owens Hollow Suite 477|325900.0
2555|GE|02921 Mcdaniel Lodge Suite 220|202000.0
2556|WD|0937 Brady Circle|267300.0
2557|AS|837 Kevin Groves Apt. 135|134600.0
2558|FL|25942 Justin Ford Apt. 789|311500.0
2559|AS|7945 Jay Trace Apt. 229|297900.0
2560|DM|2420 Gamble Skyway|231600.0
2561|GB|5115 Anthony Forest|235400.0
2562|AS|49800 Garcia Valleys Apt. 975|123700.0
2563|GB|5739 Allison Place Apt. 107|214800.0
2564|GB|3248 Long Club Suite 130|380500.0
2565|DM|5043 Hays Skyway|172400.0
2566|WD|94236 Dixon Causeway|345900.0
2567|FL|1512 Patrick Ranch|353400.0
2568|GE|893 Brown Junction|291300.0
2569|GE|99206 Gary Prairie Apt. 412|374800.0
2570|WD|1888 Cassandra Hollow Suite 334|144400.0
2571|WD|5792 Willis Corner Apt. 560|386600.0
2572|DM|51904 Barrera Streets|278700.0
2573|GE|637 Sanchez Pines Apt. 790|322500.0
2574|GE|97238 Perry Tunnel|114800.0
2575|GE|90060 Sampson Views|173800.0
2576|FL|85164 Joseph Mountains Suite 734|267300.0
2577|AS|27080 Courtney Point Suite 943|273200.0
2578|GE|201 Kathy Fords|203900.0
2579|GB|06074 Walsh Circles Suite 938|271000.0
2580|PP|086 Elizabeth Roads Apt. 826|151500.0
2581|DM|33351 Erica Pass|253700.0
2582|GB|742 Rangel Lane|355600.0
2583|PP|126 Steele Squares|182800.0
2584|AS|624 Daniel Canyon Apt. 207|280600.0
2585|AS|56991 Michael Springs|117600.0
2586|GB|6893 Heather Turnpike|198000.0
2587|DM|16041 King River Apt. 366|153500.0
2588|PE|626 Guerrero Extensions Apt. 707|210900.0
2589|AS|380 Klein Drive Apt. 753|247800.0
2590|AS|7653 Ford Gardens Suite 966|386100.0
2591|GB|20855 Richardson Village|276600.0
2592|FL|370 Joe Stream Apt. 068|133100.0
2593|GE|19109 Deborah Burgs|223700.0
2594|PP|5382 Linda Burg Apt. 298|371100.0
2595|AS|57232 Morales Rue|212400.0
2596|PE|171 Guy Village|337300.0
2597|WD|1621 Sylvia Spring|379100.0
2598|PE|7473 Meyers Inlet Apt. 244|269800.0
2599|AS|4897 Thomas Forge|205500.0
2600|AS|364 Elizabeth Skyway|143400.0
2601|GE|8249 Campbell Mill Suite 341|136400.0
2602|GE|277 Renee Port Apt. 611|286200.0
2603|GB|0038 Stacy Well|143200.0
2604|AS|752 Louis Crossing Suite 207|217800.0
2605|FL|577 Amber Islands|221900.0
2606|GB|856 Aaron Lodge Apt. 273|285100.0
2607|GB|66570 George Rapids|256300.0
2608|WD|41403 Robert Mills|134600.0
2609|PE|648 Richard Mill|134600.0
2610|PP|71257 Benjamin Trail|322900.0
2611|DM|310 Jessica Pines|382100.0
2612|WD|846 Donald Alley|322700.0
2613|AS|277 Barbara Common Suite 385|104700.0
2614|FL|98349 Edward Spurs Apt. 143|207100.0
2615|GE|303 Mendez Inlet Apt. 841|273800.0
2616|PP|10246 Levi Summit Suite 888|384600.0
2617|GB|125 Meghan Ranch|396100.0
2618|FL|23010 Wendy Path Apt. 991|278900.0
2619|PE|19638 Martinez Mission Suite 113|212500.0
2620|WD|3986 Joseph Radial|226000.0
2621|GB|1239 Taylor Parks Suite 351|290600.0
2622|DM|990 Mckee Lakes Apt. 386|244700.0
2623|WD|541 Mary Course|352700.0
2624|PE|47946 Stacey Mills|237500.0
2625|GB|3214 Vanessa Course Suite 614|287600.0
2626|AS|98119 John Branch|303300.0
2627|DM|41510 Williams Wall|386700.0
2628|WD|8502 Kelly Wells Suite 278|207600.0
2629|WD|22352 Duran Stravenue Suite 963|112600.0
2630|PE|3629 Clarence Circles|135400.0
2631|PE|6374 Damon Field Suite 852|184600.0
2632|PE|92791 Rubio Green Suite 675|140000.0
2633|DM|1959 Candace Square Suite 874|325900.0
2634|AS|026 Andrew Heights Apt. 484|326800.0
2635|PE|05097 Jones Haven Apt. 394|257500.0
2636|PE|5358 Bird Skyway|135400.0
2637|WD|4957 Lauren Tunnel|238200.0
2638|GE|464 Summer Crescent Suite 737|240400.0
2639|WD|5601 Wilson Parks Suite 983|258300.0
2640|GE|528 Andres Mission Suite 354|373800.0
2641|DM|548 Mcpherson Junction Apt. 405|385700.0
2642|FL|306 Stewart Squares Apt. 007|174600.0
2643|GE|213 Prince Springs|240000.0
2644|WD|384 Lucas Roads|363200.0
2645|PP|23921 Nguyen Motorway Suite 444|144600.0
2646|FL|0241 Sims Locks Apt. 395|225400.0
2647|AS|1420 Campbell Mount|266500.0
2648|FL|25833 Richard Burg Suite 722|252900.0
2649|GB|2446 Rios Crossroad Suite 191|237200.0
2650|AS|66438 Hall Harbor|329500.0
2651|GE|368 Thompson Court Apt. 078|165500.0
2652|PE|589 Jo Wall Suite 944|128900.0
2653|DM|559 Brent Rapid Apt. 464|158600.0
2654|PP|224 Dana Lane|180800.0
2655|GE|1807 Cruz Lodge|125200.0
2656|AS|790 April Lodge Apt. 754|367200.0
2657|GE|7449 Kelly Heights|150900.0
2658|GE|38966 Erin Place|350500.0
2659|WD|3114 Sean Cliffs Suite 929|397200.0
2660|PE|3671 Melissa Mission|110400.0
2661|GB|23268 Smith Fort Apt. 683|299900.0
2662|DM|6594 Sarah Rest|341000.0
2663|FL|33979 Kathy Station|258900.0
2664|PP|103 Brian Club|155200.0
2665|PP|0538 Tina Lights|359900.0
2666|AS|16150 Carroll Ranch|116900.0
2667|PE|638 Jim Curve Apt. 400|123200.0
2668|DM|7557 Hill Drive|216600.0
2669|GB|658 Aguilar Ville|164900.0
2670|WD|4316 Stephen Drive Apt. 231|367000.0
2671|DM|512 Donna Views|294500.0
2672|FL|7247 Hernandez Junctions Suite 840|395500.0
2673|WD|60959 Duncan Hill Apt. 811|302500.0
2674|PP|99378 Michelle Falls|104400.0
2675|AS|434 Amy Shore Apt. 196|143500.0
2676|AS|416 Rivera Skyway Apt. 476|141300.0
2677|AS|66380 Larry Common|367100.0
2678|DM|00449 Harris River|271300.0
2679|GE|268 Heather Mountain|395900.0
2680|GB|672 Pope Mews Suite 378|180500.0
2681|GB|80165 Williams Forges Apt. 581|370500.0
2682|PP|31000 Ronald Prairie Suite 596|211100.0
2683|DM|23987 Amy Parks|200500.0
2684|WD|7752 Derek Knoll Suite 523|382300.0
2685|AS|3047 Hannah Lakes|175600.0
2686|PE|412 Larson Plains Apt. 524|279300.0
2687|AS|655 Robin Drive|146900.0
2688|PE|6422 Pope Club|216400.0
2689|PE|352 Lisa Gateway|376800.0
2690|GB|782 Debra Cove Apt. 477|102000.0
2691|PP|43855 Amy Mountain|320900.0
2692|DM|63202 Justin Keys Apt. 020|170800.0
2693|PP|90076 Matthew Crossing Suite 305|103500.0
2694|FL|55134 Christopher Cliff|203000.0
2695|DM|382 Hall Crescent Suite 744|263300.0
2696|AS|705 Willis Harbors Apt. 632|169000.0
2697|GE|26775 Thomas Village|283900.0
2698|PE|2085 Sydney Cliffs Apt. 986|110800.0
2699|DM|128 John Villages|299200.0
2700|GB|87334 David Locks Suite 357|145700.0
2701|WD|82777 Mitchell Course Suite 900|158700.0
2702|GB|6866 Joseph Haven|370000.0
2703|DM|87006 Mercer River|350800.0
2704|PP|1858 Zhang Squares Suite 408|141500.0
2705|AS|75142 Christopher Forge|127200.0
2706|DM|620 Murphy Point Suite 876|329800.0
2707|FL|194 Anthony Corners|291200.0
2708|AS|072 Estrada Prairie|388900.0
2709|PE|1668 Merritt Street|201300.0
2710|GB|522 Jones Mountain Suite 433|186200.0
2711|PE|8504 Jeffrey Road Suite 169|207900.0
2712|AS|2391 Charles Shore|347300.0
2713|AS|868 Lisa Streets|164900.0
2714|PP|342 Gardner Row Apt. 978|383900.0
2715|AS|44900 Floyd Spurs Apt. 982|137600.0
2716|DM|2776 Young Estates|156800.0
2717|GE|05797 Pitts Isle|150300.0
2718|FL|77050 Adrian Drive Apt. 820|217100.0
2719|AS|49596 Jennifer Place|326800.0
2720|GE|1390 Beck Terrace|263400.0
2721|DM|8307 Joshua Ranch|223500.0
2722|PP|6238 Linda Fields Suite 765|182500.0
2723|DM|8730 David Orchard|373000.0
2724|PE|459 Candace Divide Suite 178|233600.0
2725|AS|631 Stephanie Crossroad|270900.0
2726|GE|965 Shelly Junctions Suite 855|325800.0
2727|PP|97446 Rodriguez Plaza Apt. 228|269500.0
2728|GE|0148 Melanie Stravenue Suite 180|340300.0
2729|PE|090 Jessica Valleys Suite 896|172900.0
2730|GE|7374 Williams Estates|294200.0
2731|GB|137 Jimenez Circles Apt. 220|177300.0
2732|FL|644 Brent Divide Suite 728|119700.0
2733|AS|4091 Donald Drive Suite 737|193700.0
2734|AS|34006 Smith Course|335600.0
2735|GE|251 Delgado Summit Suite 600|296200.0
2736|GB|0299 Jennifer Lock|156300.0
2737|DM|91054 Maldonado Shoal Suite 231|313400.0
2738|FL|835 Sanford Knolls Suite 344|310300.0
2739|GE|89917 Reid Locks Suite 862|309100.0
2740|GB|2707 Thomas Summit|208400.0
2741|PE|447 Jonathan Trace|157400.0
2742|PP|6869 Wanda Drive|212400.0
2743|DM|911 Schwartz Skyway Suite 476|329500.0
2744|WD|19940 Garrett Junction|330100.0
2745|GB|152 Simpson Village Apt. 184|194500.0
2746|WD|930 Kevin Lodge|399400.0
2747|GB|35729 Sharon Path|315100.0
2748|GE|96073 Matthew Burgs|323600.0
2749|PE|867 James Village|337000.0
2750|GE|319 Smith Mission Suite 132|199900.0
2751|PP|50640 Christine Centers|162100.0
2752|FL|7705 Alyssa Light|230300.0
2753|FL|339 Mccullough Rapids|116600.0
2754|GB|06186 Miller Plain Suite 864|279600.0
2755|GE|7502 Ryan Green|226100.0
2756|FL|189 Nicole Flats|389400.0
2757|PE|984 Marc Street Apt. 264|206400.0
2758|GE|49313 Bradley Walks Suite 145|358400.0
2759|GB|07241 Stephen Mall Suite 201|162900.0
2760|PP|641 Chase Views|234700.0
2761|WD|7723 Karen Grove|217900.0
2762|FL|67380 Johns Pass|291600.0
2763|WD|7131 Sierra Run|214900.0
2764|DM|068 Justin Knoll Apt. 911|162200.0
2765|FL|6601 Lawrence Road Apt. 651|260400.0
2766|GB|50763 Hull Keys|321400.0
2767|DM|408 Tanner Ways|343900.0
2768|DM|5636 Paige Garden|199300.0
2769|DM|94788 Brandi Cove Suite 053|366100.0
2770|DM|5988 Haley Neck Apt. 427|378400.0
2771|FL|3372 Kyle Key Apt. 608|385000.0
2772|GE|96670 Williams Plaza Apt. 068|330900.0
2773|PP|0479 Campbell Trail Suite 165|329500.0
2774|FL|913 Hall Mountain Apt. 239|104300.0
2775|GE|16332 Victoria Cove Suite 199|360500.0
2776|GE|65318 Paul Mall Apt. 574|280100.0
2777|FL|8916 David Flats Suite 111|171800.0
2778|WD|90375 Patrick Plaza Suite 480|183800.0
2779|GB|5011 Hayley Avenue|219900.0
2780|PE|871 Kathleen Views Suite 431|392400.0
2781|WD|97816 Dixon Corners|238400.0
2782|GE|88056 Jones Fords Apt. 661|333400.0
2783|GB|177 Zhang Pines Apt. 900|350700.0
2784|PE|84176 Nicholson Run|363600.0
2785|DM|4516 Woodard Corners Apt. 233|187100.0
2786|PP|648 Kara Dale|277500.0
2787|FL|94469 Garcia Overpass|117000.0
2788|FL|9859 Alice Lights|235400.0
2789|FL|462 Choi Port|141000.0
2790|AS|73808 Herrera Throughway Suite 743|368800.0
2791|GE|406 Jones Lock Apt. 216|353800.0
2792|GE|879 Jasmine Hill Suite 275|394000.0
2793|WD|978 Randall Mills|183500.0
2794|WD|250 Beck Lakes Apt. 772|381800.0
2795|DM|953 Chad Island|170200.0
2796|FL|8900 Richard Mountains|385900.0
2797|WD|13594 Harris Mountain|110400.0
2798|PP|441 Stevens Hill|245000.0
2799|DM|42617 Zachary Neck Suite 760|193600.0
2800|PE|20058 Moore Fords|346600.0
2801|PP|28220 Simpson Well Suite 872|306000.0
2802|FL|610 Mary Trafficway|329100.0
2803|GB|45950 Laura Summit Suite 669|302700.0
2804|DM|73412 Mary Unions|104800.0
2805|GE|742 Lewis Viaduct Apt. 817|293000.0
2806|FL|87063 Laura Viaduct Apt. 122|166100.0
2807|PE|21624 Sawyer Shore|259100.0
2808|GB|22647 Omar Dam|212800.0
2809|PE|211 Stevens Causeway Apt. 352|314300.0
2810|AS|933 Smith Tunnel|185200.0
2811|PP|05401 Michael Ports Apt. 119|315500.0
2812|AS|8730 Long Stream|197400.0
2813|PP|912 Wade Parkways Apt. 610|215500.0
2814|GB|97340 Pineda Villages Suite 393|122800.0
2815|WD|211 Young Trail|219300.0
2816|GE|4568 Clark Glen|253100.0
2817|PP|73617 Young Brook Suite 599|170600.0
2818|GE|97997 Brian Fork|137600.0
2819|GE|5413 Martinez Fort Apt. 111|300500.0
2820|GB|6139 Lisa River Suite 476|331500.0
2821|GB|59725 Daniels Street Suite 799|297200.0
2822|DM|61873 Douglas Road|369200.0
2823|AS|179 Christopher Row|180800.0
2824|DM|23568 Miller Village|328100.0
2825|WD|89837 Amber Ford Suite 188|314100.0
2826|AS|58867 Rogers Gateway Suite 324|234700.0
2827|FL|1105 Glen Fork|293200.0
2828|GB|9286 Gerald Avenue Suite 086|253800.0
2829|GE|109 Lauren Springs Suite 813|118000.0
2830|AS|3886 John Crescent|182900.0
2831|PE|9929 Preston Avenue|218700.0
2832|WD|93832 Alicia Inlet|345100.0
2833|GE|3788 Davis Rapid Apt. 918|372900.0
2834|AS|0829 Sanders Locks|143500.0
2835|AS|257 Samuel Springs Apt. 418|378700.0
2836|GB|313 Martin Corner|152400.0
2837|WD|19704 Pierce Crescent|203000.0
2838|FL|298 Hall Manors|390700.0
2839|GB|417 Allison Loop Suite 289|204700.0
2840|GB|2322 Valentine Villages|219100.0
2841|GB|741 Davis Plains Suite 874|147200.0
2842|FL|8991 Randall Camp Suite 260|121000.0
2843|GE|77181 Shannon Trail Apt. 701|256600.0
2844|PE|456 Morrison View Apt. 264|263800.0
2845|PP|315 Mary Loaf|360400.0
2846|AS|372 Hernandez Spring Apt. 334|365900.0
2847|PE|729 Mason Viaduct|102500.0
2848|DM|800 Tracy Burgs|305800.0
2849|WD|1184 Spencer Shoals Apt. 071|234900.0
2850|FL|813 Pace Spurs Apt. 089|342500.0
2851|AS|346 Gregory Ridge|168000.0
2852|GE|404 Shannon Burg Apt. 800|261400.0
2853|PP|010 Shawn Mountain Apt. 224|323800.0
2854|PE|47295 Thompson Unions|210500.0
2855|WD|79013 Barbara Locks Apt. 253|193400.0
2856|PE|2158 Williams Ramp|124400.0
2857|FL|792 Anthony Lock|261500.0
2858|FL|34629 Mcgee Cove Apt. 423|295300.0
2859|DM|57491 Vincent Tunnel Apt. 884|311400.0
2860|GE|47929 Johnson Oval Suite 255|124000.0
2861|GE|75269 Hughes Crossroad|364900.0
2862|WD|12926 Shaun Road Apt. 983|115400.0
2863|GE|85672 Janice Land|135900.0
2864|AS|41846 Amy Route Suite 543|126200.0
2865|GE|195 Fowler Village Apt. 481|116300.0
2866|WD|8336 Susan Route Apt. 343|154600.0
2867|PE|07425 Newman Throughway Suite 664|256700.0
2868|WD|0666 Ruben Plains|111100.0
2869|PE|8869 Ford Mountains|295900.0
2870|GE|343 Jill Ferry|249400.0
2871|PP|78502 Hernandez Plain Suite 659|377100.0
2872|GE|224 Marshall Center Apt. 119|255900.0
2873|DM|476 Rodriguez Lock|396000.0
2874|PP|1660 Anna Lane|144100.0
2875|PE|8890 Lacey Dam Apt. 264|188600.0
2876|PE|01925 Young Lake|237000.0
2877|WD|8753 Manuel Center Suite 934|107000.0
2878|WD|968 Mccall Square Apt. 720|171600.0
2879|AS|61374 Thomas Plains|219500.0
2880|GB|544 Weber Drive Apt. 592|153000.0
2881|DM|21130 Sara Hill Apt. 458|186100.0
2882|PP|422 Gilmore Course|378200.0
2883|WD|025 Hill Gateway|275900.0
2884|GE|769 Amanda Club Suite 471|151400.0
2885|DM|8742 Holloway Stravenue Apt. 517|306200.0
2886|DM|05427 Singleton Gardens Suite 563|258100.0
2887|DM|4295 Perez Burgs|367700.0
2888|AS|02002 Salazar Wall Apt. 292|387300.0
2889|DM|2218 Jack Dale|284600.0
2890|WD|4169 Barbara Gateway Suite 316|250400.0
2891|GB|51901 Delgado View|302900.0
2892|GB|5259 Pacheco Square Suite 037|314400.0
2893|PE|696 Hayden Parkway Suite 513|278700.0
2894|GE|61038 Ferguson Island Suite 407|373400.0
2895|AS|738 Peck Way|186200.0
2896|FL|334 Blankenship Brooks|175000.0
2897|WD|0177 Mitchell Islands|245200.0
2898|AS|9090 Reyes Plain Apt. 343|276600.0
2899|AS|94569 Powell Village Apt. 436|372500.0
2900|GE|12517 Brian Turnpike|362100.0
2901|DM|2096 Warren Canyon|157800.0
2902|PE|1046 James Place|361100.0
2903|WD|25461 Ashley Viaduct Suite 624|314100.0
2904|GB|42419 Jones Via|142500.0
2905|PE|6413 Mikayla Streets Apt. 828|384800.0
2906|GE|7570 Garcia Burg Apt. 682|330000.0
2907|PP|9767 Middleton Knoll|328400.0
2908|PP|50516 Garza Unions Suite 072|285700.0
2909|WD|66487 Beltran Burgs Apt. 951|138200.0
2910|DM|9701 Randall Neck|309500.0
2911|FL|582 Nancy Glens|237000.0
2912|GE|69044 Martin Stream|340800.0
2913|AS|635 Ronald Spring|153500.0
2914|PP|72452 Robert Mission Suite 245|111300.0
2915|FL|384 Day Row Suite 017|253000.0
2916|PE|573 Lisa Views Apt. 468|364200.0
2917|PP|049 Kevin Port Suite 656|174000.0
2918|PE|69941 Cuevas Street|206100.0
2919|AS|920 Mack Camp|287900.0
2920|PP|50496 Murphy Track|399800.0
2921|DM|797 Franklin Crossing|334100.0
2922|PP|9225 Hansen Unions|211900.0
2923|DM|0619 Lee Shoal|238000.0
2924|PP|2811 Michael Ranch|123900.0
2925|AS|437 James Hill|257600.0
2926|GE|732 Ball Park|362000.0
2927|WD|636 Michael Shoal Suite 526|289700.0
2928|WD|03859 Jones View Suite 319|143200.0
2929|GB|5924 Lee Glens|227500.0
2930|PE|576 Daniel Locks|339700.0
2931|FL|70439 Carpenter Hills Suite 919|335000.0
2932|WD|44524 Charles Greens|169800.0
2933|WD|0205 Simmons Dam Apt. 213|335800.0
2934|DM|588 Montes Causeway Apt. 187|243400.0
2935|PP|9524 Catherine Ports Suite 546|355300.0
2936|PE|9431 Amanda Rapid|397100.0
2937|FL|937 Ross Alley|127400.0
2938|GB|3565 Hardin Mall|225800.0
2939|AS|577 Pittman Inlet Apt. 672|175400.0
2940|GE|31534 Michael Station Apt. 532|185500.0
2941|GB|63969 Butler Inlet|189300.0
2942|AS|0578 Boone Stream|160800.0
2943|GB|9808 Aguilar Port Suite 751|344000.0
2944|PE|58105 Stephanie Roads|261500.0
2945|WD|45331 Mendoza Ramp Apt. 919|265300.0
2946|FL|5126 Scott Passage|243700.0
2947|PE|3589 Eric Ramp|143600.0
2948|GE|59383 Bryant Ramp|127700.0
2949|GE|39564 Dunn Forks|278600.0
2950|FL|18814 House Grove|133000.0
2951|AS|896 Robert Ferry|277900.0
2952|DM|844 Erik Villages Apt. 656|233600.0
2953|WD|8493 Sally Ridges|302800.0
2954|GE|11896 Nguyen Springs|305800.0
2955|FL|088 Mitchell Shore Apt. 791|363000.0
2956|AS|2402 Gonzalez Route|333700.0
2957|PP|300 Lee Spurs|189300.0
2958|WD|131 Craig Orchard Suite 003|270100.0
2959|FL|9148 Gregory Harbors|223400.0
2960|WD|10208 Fisher Neck Suite 296|115200.0
2961|GB|972 Nicholas Junction Suite 068|397200.0
2962|PE|458 Michelle Divide Suite 870|264500.0
2963|WD|6310 Robert Walk Apt. 501|177700.0
2964|AS|13110 Holly Court Apt. 168|290800.0
2965|PP|20672 Edward Haven Apt. 711|324600.0
2966|WD|521 Gina Passage Suite 579|399900.0
2967|PP|009 Olsen Field Apt. 299|190300.0
2968|FL|882 Dylan Flats Apt. 628|193100.0
2969|FL|52565 Lowe Crossroad|274500.0
2970|GE|6390 Kathleen Port Suite 846|138800.0
2971|GE|45615 Steve Rapid Suite 865|182000.0
2972|GE|224 Brandon Dale|374000.0
2973|GE|56774 Watson Branch Suite 336|140500.0
2974|WD|216 Ortiz Road Suite 601|184300.0
2975|AS|4452 Simpson Oval|392700.0
2976|GB|7087 Aguilar Locks Suite 642|379200.0
2977|PP|954 Hunter Islands Apt. 179|141000.0
2978|GE|3308 Edwards Burgs Suite 236|143600.0
2979|PP|739 Christian Lights|353500.0
2980|GE|787 Troy Isle Apt. 513|295700.0
2981|GE|85941 Roberts Fords Suite 166|301300.0
2982|WD|90095 Richard Roads Suite 113|370900.0
2983|WD|93677 Carolyn Glens|329000.0
2984|GB|206 Mitchell River Apt. 978|369000.0
2985|DM|258 Miller Roads Suite 030|220400.0
2986|WD|3879 Green Branch|384100.0
2987|PP|5757 Compton Valley|260900.0
2988|WD|119 Morales Via|153700.0
2989|PP|61446 Guzman Islands|253900.0
2990|PE|7099 Campbell Dale Apt. 251|205600.0
2991|DM|5457 Noble Springs Suite 144|383000.0
2992|DM|527 Kelly Ramp Suite 782|311900.0
2993|GB|4733 Stewart Lane|263600.0
2994|AS|58592 Moore Extensions|314000.0
2995|AS|3445 Melissa Ports|202500.0
2996|AS|8573 Kimberly Field Suite 081|391100.0
2997|PE|32000 Martin Hill Suite 607|147000.0
2998|DM|120 Massey Trail|367600.0
2999|PE|271 Ellis Ranch|333700.0
3000|GB|0799 Tracie Course|181900.0
3001|GE|4108 Davenport Shoal|122700.0
3002|WD|92908 Parker Falls Apt. 879|176600.0
3003|AS|9287 Bruce Rapid Suite 597|343300.0
3004|DM|980 Jimmy Underpass Suite 522|258900.0
3005|WD|95133 Davis Villages|296800.0
3006|FL|870 Harris Trail|315300.0
3007|GE|92669 Lauren Drives Apt. 853|106000.0
3008|PP|022 Michael Road|113900.0
3009|WD|391 Miranda Streets Suite 858|185100.0
3010|GB|28421 Paul Orchard Apt. 862|209700.0
3011|WD|14397 Fields Stravenue Apt. 311|366400.0
3012|AS|6325 Garcia Crest|382200.0
3013|GE|787 Peters Road Apt. 573|154600.0
3014|GE|365 Sean Crescent|368300.0
3015|PE|994 Robert Union Apt. 731|206900.0
3016|GE|2069 Tyler Skyway|211400.0
3017|GE|37918 Thomas Lake Suite 293|174300.0
3018|AS|27350 Brown Ridge Suite 180|218700.0
3019|PE|4591 Donna Overpass|140100.0
3020|FL|35732 Eric Shore|245000.0
3021|DM|4903 Clayton Ridges|124800.0
3022|DM|94968 Duffy Glen Apt. 614|387500.0
3023|PE|670 Rebecca Port Suite 169|104700.0
3024|AS|844 Hogan Green|130400.0
3025|AS|71685 Monica Manor Apt. 118|248600.0
3026|AS|19012 Myers Station Apt. 454|303100.0
3027|PP|55950 Stephen Drive|131300.0
3028|PE|39711 Katelyn Expressway Suite 923|156100.0
3029|PE|8421 Julia Circles Apt. 031|145300.0
3030|WD|47863 Barton Mall|364100.0
3031|DM|08316 Christine Way|233900.0
3032|GE|3143 Brown River Suite 774|269900.0
3033|PP|697 Dawn Oval|294500.0
3034|GE|04250 Fernandez Garden|181600.0
3035|GE|974 Timothy Fords|342000.0
3036|GE|25070 Brian Route|158800.0
3037|GB|4639 Sara Canyon Apt. 754|235300.0
3038|GB|6358 Murphy Parkways|111000.0
3039|GB|26665 Hester Haven|350400.0
3040|GE|36491 Hernandez Freeway|355800.0
3041|WD|3876 Derrick Light Suite 323|121600.0
3042|PE|35281 Stacy Rapid Suite 513|150400.0
3043|PE|3698 Melendez Lodge|141500.0
3044|PE|85423 Paul Islands Suite 244|111300.0
3045|PP|9163 Butler Fork|388900.0
3046|PE|49688 Rocha Burgs|288000.0
3047|WD|704 Isaac Skyway|143900.0
3048|GE|1278 Jeremiah River Apt. 098|382500.0
